seed,feature,standardization_mean,standardization_scale,logistic_coefficient,logistic_intercept
101,base_confidence,0.5860762971605958,0.15270271868843782,-0.19846214371492268,0.33335575093028796
101,recovery_confidence,0.5809298374895322,0.1524647222982602,0.4121628302830591,0.33335575093028796
101,confidence_delta,-0.005146459671063612,0.18016096116282576,0.5170154497488063,0.33335575093028796
101,base_entropy,0.500725045083291,0.16011402420824436,-0.4632499784321388,0.33335575093028796
101,recovery_entropy,0.5244289396625773,0.16540964327385704,-0.06932863058540462,0.33335575093028796
101,entropy_delta,0.023703894579286264,0.12474147937960155,0.5026811812655907,0.33335575093028796
101,base_recovery_js,0.08479120179821374,0.06196516866100828,1.1886095350638852,0.33335575093028796
101,base_consensus_js,0.05008768792064141,0.054945265198771104,-0.1889403665052997,0.33335575093028796
101,recovery_consensus_js,0.03448105574344748,0.03795395660346067,0.726219582892306,0.33335575093028796
101,base_consensus_agreement,0.3954802259887006,0.48895359374957753,0.6736014375192845,0.33335575093028796
101,recovery_consensus_agreement,0.5084745762711864,0.4999281763983941,0.09288788678334199,0.33335575093028796
101,removal_fraction,0.8813559322033898,0.14812337536397063,-0.2704185692782557,0.33335575093028796
102,base_confidence,0.479817082372944,0.15381330540259405,0.19492544250570384,0.19442495461446285
102,recovery_confidence,0.4753533084405942,0.16994554557783667,0.6806918932625248,0.19442495461446285
102,confidence_delta,-0.004463773932349816,0.1445973840732499,0.5926692872163701,0.19442495461446285
102,base_entropy,0.6386897725137031,0.19917908243599075,-0.24954147686167616,0.19442495461446285
102,recovery_entropy,0.6490915633061762,0.20572470503884657,-0.41396359798589,0.19442495461446285
102,entropy_delta,0.010401790792473022,0.1008004479319547,-0.3517751897826172,0.19442495461446285
102,base_recovery_js,0.04805885921389367,0.06376799493372563,0.8975110947151216,0.19442495461446285
102,base_consensus_js,0.04672857718980073,0.0636765724773927,0.21973079695780137,0.19442495461446285
102,recovery_consensus_js,0.03252810425543203,0.0435544078222871,0.008711649711247042,0.19442495461446285
102,base_consensus_agreement,0.30337078651685395,0.45971398978604006,0.20331460193031162,0.19442495461446285
102,recovery_consensus_agreement,0.5955056179775281,0.49079392512003495,-0.518495278075256,0.19442495461446285
102,removal_fraction,0.8398876404494382,0.18454008658041396,-0.014099822461224877,0.19442495461446285
103,base_confidence,0.5870187060700522,0.15116855562052287,0.21333638746335615,0.26989141945662404
103,recovery_confidence,0.5527897354629304,0.12864190892204871,0.6437908065150266,0.26989141945662404
103,confidence_delta,-0.034228970938258704,0.18260624032460648,0.276927683851719,0.26989141945662404
103,base_entropy,0.5037023366381861,0.15906033391206512,-0.40077010863895773,0.26989141945662404
103,recovery_entropy,0.5384444182434579,0.1459617069699605,-0.28886614654037324,0.26989141945662404
103,entropy_delta,0.03474208160527186,0.11612464114750802,0.18586263220226762,0.26989141945662404
103,base_recovery_js,0.07109692899199824,0.08251556690871956,0.5467466838063204,0.26989141945662404
103,base_consensus_js,0.05595265339526706,0.04669659472608045,-0.4612657387821008,0.26989141945662404
103,recovery_consensus_js,0.03516831453472138,0.04931097269764703,-0.2403661724603728,0.26989141945662404
103,base_consensus_agreement,0.35555555555555557,0.4786813161897337,0.6318991954007268,0.26989141945662404
103,recovery_consensus_agreement,0.6222222222222222,0.48483164953936514,-0.3032410327323362,0.26989141945662404
103,removal_fraction,0.85,0.18929694486000911,-0.5335632521617817,0.26989141945662404
104,base_confidence,0.6537219409862262,0.1491186113205505,0.3690330568934565,1.5219266003404757
104,recovery_confidence,0.619505775108766,0.16386906269631404,1.0750774254430615,1.5219266003404757
104,confidence_delta,-0.0342161658774601,0.1896796021150481,0.6386676886031927,1.5219266003404757
104,base_entropy,0.45494688807832895,0.1739766266353125,-0.5303557860187976,1.5219266003404757
104,recovery_entropy,0.49355123313258914,0.17539172381587606,0.15764813005455905,1.5219266003404757
104,entropy_delta,0.03860434505426036,0.16374723746327396,0.732346326646181,1.5219266003404757
104,base_recovery_js,0.12658270460480217,0.10332032611243437,1.1046381042237199,1.5219266003404757
104,base_consensus_js,0.08710508215747698,0.06703903163113704,-0.0888157610165355,1.5219266003404757
104,recovery_consensus_js,0.05507244474504559,0.04479858878337061,0.2548964975419125,1.5219266003404757
104,base_consensus_agreement,0.4157303370786517,0.49284746515643396,0.42035413098036495,1.5219266003404757
104,recovery_consensus_agreement,0.5617977528089888,0.4961663408049352,-0.6138854624766146,1.5219266003404757
104,removal_fraction,0.8398876404494382,0.1920000841644389,0.11822853758314197,1.5219266003404757
105,base_confidence,0.6172572698482534,0.15243739997209763,-0.19859109571701827,0.5743622983039388
105,recovery_confidence,0.597427177982232,0.1692521118669039,0.6204289636985894,0.5743622983039388
105,confidence_delta,-0.019830091866021304,0.20139427082989247,0.6717252931392246,0.5743622983039388
