method,seed,sample,y,clean_correct,fault_correct,true_probability_change,score_change,weight_reduction,fault_score,fault_weight
PDRF_RCIA_R30,110,2933,2,False,False,5.558621865020541e-07,5.439765930175781,0.3089861571788788,2.9333653450012207,0.2329030334949493
PDRF_RCIA_R30,110,1613,1,True,False,-0.7864212393760681,5.04421329498291,0.3047837913036346,2.991488456726074,0.3296531736850738
PDRF_RCIA_R30,110,1457,1,True,False,-0.9996533393859864,4.998461723327637,0.3023044168949127,2.999355792999268,0.3642965257167816
PDRF_RCIA_R30,106,1247,1,False,False,-4.473878288990818e-05,5.127994537353516,0.2964798808097839,2.998918294906616,0.2524003982543945
PDRF_RCIA_R30,105,1947,1,True,False,-0.8410645127296448,4.920732498168945,0.2954583764076233,2.9999444484710693,0.3064659833908081
PDRF_RCIA_R30,105,1953,1,True,False,-0.8080204129219055,4.926085472106934,0.2953091263771057,2.999228000640869,0.3029229044914245
PDRF_RCIA_R30,104,1434,5,True,False,-0.7281188368797302,4.924422264099121,0.2950136661529541,2.999567031860352,0.3015323281288147
PDRF_RCIA_R30,105,1629,1,True,False,-0.7155821919441223,4.895778656005859,0.2935732305049896,2.999922275543213,0.3035456836223602
PDRF_RCIA_R30,110,3085,2,False,False,-0.2617141902446747,4.889874458312988,0.2930352985858917,2.991644382476806,0.302243560552597
PDRF_RCIA_R30,105,1457,1,True,False,-0.9984711408615112,4.852192401885986,0.2930140197277069,2.999938726425171,0.3219597637653351
PDRF_RCIA_R30,104,1314,5,True,False,-0.9541672468185424,4.87882137298584,0.2917802333831787,2.999920129776001,0.2982969880104065
PDRF_RCIA_R30,104,1613,1,True,False,-0.9691619873046876,4.84705114364624,0.2916758358478546,2.9956891536712646,0.3116414844989776
PDRF_RCIA_R30,104,1457,1,True,False,-0.9999896287918092,4.851568222045898,0.2913653254508972,2.9998559951782227,0.306905448436737
PDRF_RCIA_R30,106,1457,1,True,False,-0.9999943375587464,4.784814834594727,0.2894831597805023,2.875532865524292,0.3277383148670196
PDRF_RCIA_R30,104,3583,2,True,False,-0.5835288763046265,4.760444164276123,0.289029449224472,2.9186127185821533,0.3515956699848175
PDRF_RCIA_R30,105,1613,1,True,False,-0.99633127450943,4.823874473571777,0.2890190184116363,2.991541862487793,0.3020049631595611
PDRF_RCIA_R30,110,1434,5,True,False,-0.8107024431228638,4.798328399658203,0.2889012396335602,2.999864339828491,0.3128792941570282
PDRF_RCIA_R30,102,1457,1,True,False,-0.9992809891700744,4.748646259307861,0.2883537709712982,2.999112606048584,0.3596955835819244
PDRF_RCIA_R30,105,2043,1,True,False,-0.7836188077926636,4.895457267761231,0.2879012525081634,2.986043691635132,0.2734216153621673
PDRF_RCIA_R30,104,3687,2,True,False,-0.9660668969154358,4.884326934814453,0.2878951728343963,2.999994993209839,0.2763145267963409
PDRF_RCIA_R30,104,3602,3,True,False,-0.6199873685836792,4.860955715179443,0.2877205908298492,2.9954826831817627,0.282040387392044
PDRF_RCIA_R30,104,3601,2,True,False,-0.9322853088378906,4.733471870422363,0.2872512340545654,2.9806272983551025,0.3705424666404724
PDRF_RCIA_R30,110,3583,2,True,False,-0.900979459285736,4.752683162689209,0.2868489623069763,2.920017957687378,0.3939166665077209
PDRF_RCIA_R30,104,3515,2,False,False,-0.0092984661459922,4.765859127044678,0.2861466705799103,2.979132890701294,0.4073780477046966
PDRF_RCIA_R30,104,1496,5,False,False,-0.1360131651163101,4.808590888977051,0.2857983708381653,2.9925780296325684,0.2884270548820495
PDRF_RCIA_R30,104,3136,5,True,False,-0.6277928352355957,4.771289825439453,0.2856133580207824,2.9871323108673096,0.30052649974823
PDRF_RCIA_R30,104,1247,1,False,False,-0.0082426806911826,4.941047668457031,0.2856061458587646,2.994902849197388,0.2547109723091125
PDRF_RCIA_R30,110,3687,2,True,False,-0.9697349667549132,4.9793853759765625,0.2847106456756592,2.998178482055664,0.2447102665901184
PDRF_RCIA_R30,105,3687,2,True,False,-0.7184655070304871,4.868346691131592,0.2845739722251892,2.99434757232666,0.2668526172637939
PDRF_RCIA_R30,104,1110,3,False,False,0.0033627548255026,4.889871597290039,0.2843214273452759,2.99990177154541,0.2610817551612854
PDRF_RCIA_R30,110,1496,5,False,False,-0.069053053855896,4.761847019195557,0.2842960655689239,2.9999539852142334,0.2959221303462982
PDRF_RCIA_R30,110,3510,3,False,False,-0.1506512612104416,4.809972763061523,0.2841271460056305,2.9996325969696045,0.2798854410648346
PDRF_RCIA_R30,108,1457,1,True,False,-0.994205355644226,4.6888957023620605,0.283667504787445,3.0,0.3260670900344848
PDRF_RCIA_R30,110,3602,3,False,False,-0.2710280120372772,4.799073219299316,0.2835319936275482,2.9689741134643555,0.2802264988422394
PDRF_RCIA_R30,105,3601,2,True,False,-0.9628816843032836,4.750662803649902,0.2831063568592071,2.986947774887085,0.2930028140544891
PDRF_RCIA_R30,105,2295,1,True,False,-0.5363913774490356,4.712800979614258,0.2829027771949768,2.9380850791931152,0.3062043786048889
PDRF_RCIA_R30,105,3136,5,True,False,-0.4619653522968292,4.682201385498047,0.2828024923801422,2.9991097450256348,0.3209116160869598
PDRF_RCIA_R30,104,1947,1,True,False,-0.9914703369140624,4.731964111328125,0.2826320827007293,2.9983069896698,0.2968500554561615
PDRF_RCIA_R30,105,1314,5,True,False,-0.9554479122161864,4.680471420288086,0.2818208336830139,2.992067337036133,0.3128889799118042
PDRF_RCIA_R30,110,1157,2,True,False,-0.5592483282089233,4.8191914558410645,0.2809601426124573,2.9726147651672363,0.2647311687469482
