seed,sample,y,fault_score,clean_score,fault_weight,clean_weight,score_change,weight_reduction,clean_correct,fault_correct,true_probability_change,outer_5pct
101,2,3,2.999377489089966,-0.33269304037094116,0.1479586511850357,0.2854299247264862,3.3320705890655518,0.1374712735414505,False,False,-0.06351296603679657,True
101,4,3,-1.306869626045227,-1.306869626045227,0.0,0.0,0.0,0.0,False,False,0.0,False
101,9,4,2.999340057373047,-0.8018712997436523,0.14849266409873962,0.3108454644680023,3.801211357116699,0.1623528003692627,False,False,0.12000656127929688,True
101,11,4,-1.306869626045227,-1.306869626045227,0.0,0.0,0.0,0.0,False,False,0.0,False
101,12,4,2.9695210456848145,-0.9030985236167908,0.10480198264122009,0.23562489449977875,3.87261962890625,0.13082291185855865,False,False,-0.011629253625869751,True
101,15,4,2.9721717834472656,-0.8345996141433716,0.10452494770288467,0.23214556276798248,3.8067712783813477,0.1276206076145172,False,False,-0.15281783044338226,True
101,21,4,2.9999494552612305,-0.8183078169822693,0.10430977493524551,0.23224720358848572,3.8182573318481445,0.1279374361038208,False,True,0.09815913438796997,True
101,26,4,-1.306869626045227,-1.306869626045227,0.0,0.0,0.0,0.0,False,False,0.0,False
101,28,4,2.9955835342407227,-0.8285050392150879,0.1041889563202858,0.23227648437023163,3.8240885734558105,0.12808752059936523,False,False,-0.2965974807739258,True
101,29,4,-1.306869626045227,-1.306869626045227,0.0,0.0,0.0,0.0,False,False,0.0,False
101,30,4,-1.306869626045227,-1.306869626045227,0.0,0.0,0.0,0.0,False,False,0.0,False
101,33,4,-1.306869626045227,-1.306869626045227,0.0,0.0,0.0,0.0,False,False,0.0,False
101,39,4,2.998927593231201,-0.822372317314148,0.15530340373516083,0.323382169008255,3.8213000297546387,0.16807876527309418,False,False,-0.1838778704404831,True
101,40,4,2.9802985191345215,-0.8506371974945068,0.10441114753484726,0.23300665616989136,3.8309357166290283,0.1285955011844635,False,False,0.07828161120414734,True
101,41,4,2.999899387359619,-0.8626090288162231,0.1411089301109314,0.30143311619758606,3.8625082969665527,0.16032418608665466,True,False,-0.40873971581459045,True
101,46,4,2.9942097663879395,-0.8263134956359863,1.0,1.0,3.820523262023926,0.0,True,False,-0.6837297677993774,True
101,47,4,-1.306869626045227,-1.306869626045227,0.0,0.0,0.0,0.0,False,False,0.0,False
101,51,4,2.995326519012451,-0.8918163776397705,0.10305975377559662,0.23292024433612823,3.8871428966522217,0.12986049056053162,False,False,-0.296312153339386,True
101,54,4,2.9994683265686035,-0.8901553153991699,0.10389549285173416,0.2346450537443161,3.8896236419677734,0.13074955344200134,False,False,-0.009856104850769043,True
101,55,4,2.9996299743652344,-0.8452620506286621,0.10357408225536346,0.23202617466449738,3.8448920249938965,0.1284520924091339,False,False,-0.03956162929534912,True
101,56,4,-1.306869626045227,-1.306869626045227,0.0,0.0,0.0,0.0,False,False,0.0,False
101,57,4,2.999994993209839,-0.9046727418899536,0.10338818281888962,0.23433995246887207,3.904667854309082,0.13095176219940186,False,True,0.4166128933429718,True
101,60,4,2.999997615814209,-0.8791486024856567,1.0,1.0,3.879146099090576,0.0,True,True,-0.04592263698577881,True
101,61,4,-1.306869626045227,-1.306869626045227,0.0,0.0,0.0,0.0,False,False,0.0,False
101,64,4,2.9836487770080566,-0.8474551439285278,0.10309194773435593,0.23048830032348633,3.831103801727295,0.1273963451385498,False,False,-0.23797157406806946,True
101,65,4,0.038104526698589325,-0.8715947270393372,0.1948818415403366,0.23304963111877441,0.9096992611885071,0.038167789578437805,False,True,0.5628988742828369,False
101,66,4,2.9965579509735107,-0.8686373233795166,0.28259921073913574,0.5086725950241089,3.8651952743530273,0.22607338428497314,True,True,-0.2068609595298767,True
101,67,4,2.9940009117126465,-0.8719923496246338,0.14730395376682281,0.312296062707901,3.8659932613372803,0.16499210894107819,False,True,0.33975350856781006,True
101,72,4,2.9365234375,-0.7990191578865051,0.10229145735502243,0.2247610241174698,3.7355425357818604,0.12246956676244736,False,False,-0.2743839919567108,True
101,79,4,2.9960012435913086,-0.4681578576564789,0.09732121974229813,0.20402750372886658,3.4641590118408203,0.10670628398656845,True,True,-0.21626943349838257,True
101,80,4,2.9992880821228027,-0.28862255811691284,0.2820209860801697,0.4719093441963196,3.2879106998443604,0.1898883581161499,True,False,-0.595319926738739,True
101,85,4,2.999464273452759,0.021351469680666924,0.14253868162631989,0.25925689935684204,2.9781126976013184,0.11671821773052216,True,False,-0.5709739923477173,True
101,86,4,2.980616331100464,0.11061421036720276,0.09726005792617798,0.18085797131061554,2.870002031326294,0.08359791338443756,True,True,-0.008761286735534668,True
101,87,4,2.999701499938965,0.08359289914369583,0.22502140700817108,0.37575334310531616,2.9161086082458496,0.15073193609714508,True,True,0.06276053190231323,True
101,89,4,2.9999537467956543,0.14049683511257172,0.1441766321659088,0.25613391399383545,2.859457015991211,0.11195728182792664,True,True,-0.04020833969116211,True
101,91,4,2.996602773666382,0.21022629737854004,0.14415636658668518,0.25263744592666626,2.786376476287842,0.10848107933998108,True,True,-0.021250367164611816,True
101,92,4,2.976743221282959,0.12230750173330307,0.09658205509185791,0.17914022505283356,2.854435682296753,0.08255816996097565,True,True,-0.03527325391769409,True
101,93,4,2.999999523162842,0.34357574582099915,0.12705716490745544,0.22043608129024506,2.656423807144165,0.09337891638278961,True,True,-0.0034340620040893555,True
101,94,4,-1.306869626045227,-1.306869626045227,0.0,0.0,0.0,0.0,True,True,0.0,False
